params,MSE
"{'n_input': 12, 'n_nodes': 10, 'n_epochs': 250, 'n_batch': 100, 'n_layers': 6}",0.1642315685749054
"{'n_input': 12, 'n_nodes': 10, 'n_epochs': 250, 'n_batch': 150, 'n_layers': 2}",0.16125816106796265
"{'n_input': 12, 'n_nodes': 10, 'n_epochs': 250, 'n_batch': 150, 'n_layers': 4}",0.17725510895252228
"{'n_input': 12, 'n_nodes': 10, 'n_epochs': 250, 'n_batch': 150, 'n_layers': 6}",0.1332004964351654
"{'n_input': 12, 'n_nodes': 10, 'n_epochs': 250, 'n_batch': 200, 'n_layers': 2}",11.184183120727539
"{'n_input': 12, 'n_nodes': 10, 'n_epochs': 250, 'n_batch': 200, 'n_layers': 4}",9.101086616516113
"{'n_input': 12, 'n_nodes': 10, 'n_epochs': 250, 'n_batch': 200, 'n_layers': 6}",0.14363901317119598
"{'n_input': 12, 'n_nodes': 10, 'n_epochs': 500, 'n_batch': 5, 'n_layers': 2}",0.07626008987426758
"{'n_input': 12, 'n_nodes': 10, 'n_epochs': 500, 'n_batch': 5, 'n_layers': 4}",0.12006494402885437
"{'n_input': 12, 'n_nodes': 10, 'n_epochs': 500, 'n_batch': 5, 'n_layers': 6}",0.17719441652297974
"{'n_input': 12, 'n_nodes': 10, 'n_epochs': 500, 'n_batch': 10, 'n_layers': 2}",0.10363901406526566
"{'n_input': 12, 'n_nodes': 10, 'n_epochs': 500, 'n_batch': 10, 'n_layers': 4}",0.2233736664056778
"{'n_input': 12, 'n_nodes': 10, 'n_epochs': 500, 'n_batch': 10, 'n_layers': 6}",0.08482056856155396
"{'n_input': 12, 'n_nodes': 10, 'n_epochs': 500, 'n_batch': 50, 'n_layers': 2}",0.1541459858417511
"{'n_input': 12, 'n_nodes': 10, 'n_epochs': 500, 'n_batch': 50, 'n_layers': 4}",0.1720910668373108
"{'n_input': 12, 'n_nodes': 10, 'n_epochs': 500, 'n_batch': 50, 'n_layers': 6}",0.09968425333499908
"{'n_input': 12, 'n_nodes': 10, 'n_epochs': 500, 'n_batch': 100, 'n_layers': 2}",0.12046927213668823
"{'n_input': 12, 'n_nodes': 10, 'n_epochs': 500, 'n_batch': 100, 'n_layers': 4}",0.13386112451553345
"{'n_input': 12, 'n_nodes': 10, 'n_epochs': 500, 'n_batch': 100, 'n_layers': 6}",6.222268104553223
"{'n_input': 12, 'n_nodes': 10, 'n_epochs': 500, 'n_batch': 150, 'n_layers': 2}",0.13038183748722076
"{'n_input': 12, 'n_nodes': 10, 'n_epochs': 500, 'n_batch': 150, 'n_layers': 4}",0.10668929666280746
"{'n_input': 12, 'n_nodes': 10, 'n_epochs': 500, 'n_batch': 150, 'n_layers': 6}",0.13812735676765442
"{'n_input': 12, 'n_nodes': 10, 'n_epochs': 500, 'n_batch': 200, 'n_layers': 2}",0.14232245087623596
"{'n_input': 12, 'n_nodes': 10, 'n_epochs': 500, 'n_batch': 200, 'n_layers': 4}",0.16374963521957397
"{'n_input': 12, 'n_nodes': 10, 'n_epochs': 500, 'n_batch': 200, 'n_layers': 6}",0.22816549241542816
