params,MSE
"{'n_input': 12, 'n_nodes': 5, 'n_epochs': 50, 'n_batch': 5, 'n_layers': 2}",1.4936596155166626
"{'n_input': 12, 'n_nodes': 5, 'n_epochs': 50, 'n_batch': 5, 'n_layers': 4}",0.03425447270274162
"{'n_input': 12, 'n_nodes': 5, 'n_epochs': 50, 'n_batch': 5, 'n_layers': 6}",0.14591284096240997
"{'n_input': 12, 'n_nodes': 5, 'n_epochs': 50, 'n_batch': 10, 'n_layers': 2}",0.07693339139223099
"{'n_input': 12, 'n_nodes': 5, 'n_epochs': 50, 'n_batch': 10, 'n_layers': 4}",0.12361845374107361
"{'n_input': 12, 'n_nodes': 5, 'n_epochs': 50, 'n_batch': 10, 'n_layers': 6}",0.08370748162269592
"{'n_input': 12, 'n_nodes': 5, 'n_epochs': 50, 'n_batch': 50, 'n_layers': 2}",0.15888744592666626
"{'n_input': 12, 'n_nodes': 5, 'n_epochs': 50, 'n_batch': 50, 'n_layers': 4}",10.722533226013184
"{'n_input': 12, 'n_nodes': 5, 'n_epochs': 50, 'n_batch': 50, 'n_layers': 6}",0.15291999280452728
"{'n_input': 12, 'n_nodes': 5, 'n_epochs': 50, 'n_batch': 100, 'n_layers': 2}",4.4897565841674805
"{'n_input': 12, 'n_nodes': 5, 'n_epochs': 50, 'n_batch': 100, 'n_layers': 4}",0.2789524793624878
"{'n_input': 12, 'n_nodes': 5, 'n_epochs': 50, 'n_batch': 100, 'n_layers': 6}",0.6615886688232422
"{'n_input': 12, 'n_nodes': 5, 'n_epochs': 50, 'n_batch': 150, 'n_layers': 2}",0.16111624240875244
"{'n_input': 12, 'n_nodes': 5, 'n_epochs': 50, 'n_batch': 150, 'n_layers': 4}",0.16932432353496552
"{'n_input': 12, 'n_nodes': 5, 'n_epochs': 50, 'n_batch': 150, 'n_layers': 6}",3.6878585815429688
"{'n_input': 12, 'n_nodes': 5, 'n_epochs': 50, 'n_batch': 200, 'n_layers': 2}",0.08801264315843582
"{'n_input': 12, 'n_nodes': 5, 'n_epochs': 50, 'n_batch': 200, 'n_layers': 4}",0.08678828924894333
"{'n_input': 12, 'n_nodes': 5, 'n_epochs': 50, 'n_batch': 200, 'n_layers': 6}",10.837124824523926
"{'n_input': 12, 'n_nodes': 5, 'n_epochs': 100, 'n_batch': 5, 'n_layers': 2}",1.935373306274414
"{'n_input': 12, 'n_nodes': 5, 'n_epochs': 100, 'n_batch': 5, 'n_layers': 4}",0.05731821060180664
"{'n_input': 12, 'n_nodes': 5, 'n_epochs': 100, 'n_batch': 5, 'n_layers': 6}",0.18060757219791412
"{'n_input': 12, 'n_nodes': 5, 'n_epochs': 100, 'n_batch': 10, 'n_layers': 2}",4.307815074920654
"{'n_input': 12, 'n_nodes': 5, 'n_epochs': 100, 'n_batch': 10, 'n_layers': 4}",0.1417873054742813
"{'n_input': 12, 'n_nodes': 5, 'n_epochs': 100, 'n_batch': 10, 'n_layers': 6}",0.04390457645058632
"{'n_input': 12, 'n_nodes': 5, 'n_epochs': 100, 'n_batch': 50, 'n_layers': 2}",0.1257103830575943
"{'n_input': 12, 'n_nodes': 5, 'n_epochs': 100, 'n_batch': 50, 'n_layers': 4}",0.08954689651727676
"{'n_input': 12, 'n_nodes': 5, 'n_epochs': 100, 'n_batch': 50, 'n_layers': 6}",0.3666607737541199
"{'n_input': 12, 'n_nodes': 5, 'n_epochs': 100, 'n_batch': 100, 'n_layers': 2}",10.626986503601074
"{'n_input': 12, 'n_nodes': 5, 'n_epochs': 100, 'n_batch': 100, 'n_layers': 4}",0.26153507828712463
