Código,Fundo,Data,Cota,Variação,Captação,Resgate,PL,Cotistas
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,27/09/2018,"1,94912523","-0,02%","R$ 0,00","R$ 0,00","R$ 1.092.046,09",1
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,26/09/2018,"1,94957229","0,01%","R$ 0,00","R$ 1.909.295,48","R$ 1.092.296,56",1
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,25/09/2018,"1,94943552","0,01%","R$ 0,00","R$ 0,00","R$ 3.001.381,47",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,24/09/2018,"1,94926787","0,01%","R$ 0,00","R$ 0,00","R$ 3.001.123,36",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,21/09/2018,"1,94910034","0,01%","R$ 0,00","R$ 0,00","R$ 3.000.865,43",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,20/09/2018,"1,94893297","0,01%","R$ 0,00","R$ 0,00","R$ 3.000.607,74",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,19/09/2018,"1,94876569","0,01%","R$ 0,00","R$ 0,00","R$ 3.000.350,20",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,18/09/2018,"1,94861412","0,01%","R$ 0,00","R$ 0,00","R$ 3.000.116,83",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,17/09/2018,"1,94846578","0,01%","R$ 0,00","R$ 5.000,00","R$ 2.999.888,45",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,14/09/2018,"1,94832217","0,01%","R$ 0,00","R$ 0,00","R$ 3.004.666,98",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,13/09/2018,"1,94818291","0,01%","R$ 0,00","R$ 0,00","R$ 3.004.452,21",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,12/09/2018,"1,94804512","0,01%","R$ 0,00","R$ 0,00","R$ 3.004.239,72",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,11/09/2018,"1,94790579","0,01%","R$ 0,00","R$ 0,00","R$ 3.004.024,84",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,10/09/2018,"1,94777272","0,01%","R$ 0,00","R$ 0,00","R$ 3.003.819,62",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,06/09/2018,"1,9476368","0,01%","R$ 0,00","R$ 0,00","R$ 3.003.610,01",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,05/09/2018,"1,94750003","0,01%","R$ 0,00","R$ 0,00","R$ 3.003.399,08",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,04/09/2018,"1,94736181","0,01%","R$ 0,00","R$ 0,00","R$ 3.003.185,92",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,03/09/2018,"1,94722839","-0,02%","R$ 1.907.000,00","R$ 0,00","R$ 3.002.980,16",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,31/08/2018,"1,94766634","-0,02%","R$ 0,00","R$ 0,00","R$ 1.096.226,66",1
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,30/08/2018,"1,94798772","0,02%","R$ 0,00","R$ 3.910.112,62","R$ 1.096.407,55",1
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,29/08/2018,"1,9476888","0,02%","R$ 0,00","R$ 0,00","R$ 5.005.751,93",3
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,28/08/2018,"1,94738998","0,02%","R$ 0,00","R$ 0,00","R$ 5.004.983,91",3
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,27/08/2018,"1,94709055","0,02%","R$ 0,00","R$ 0,00","R$ 5.004.214,35",3
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,24/08/2018,"1,9467927","0,02%","R$ 0,00","R$ 0,00","R$ 5.003.448,86",3
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,23/08/2018,"1,94649381","0,02%","R$ 0,00","R$ 0,00","R$ 5.002.680,67",3
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,22/08/2018,"1,9461952","0,02%","R$ 0,00","R$ 0,00","R$ 5.001.913,23",3
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,21/08/2018,"1,94589677","0,02%","R$ 0,00","R$ 0,00","R$ 5.001.146,23",3
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,20/08/2018,"1,94559831","0,01%","R$ 0,00","R$ 0,00","R$ 5.000.379,14",3
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,17/08/2018,"1,94530939","0,01%","R$ 0,00","R$ 0,00","R$ 4.999.636,60",3
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,16/08/2018,"1,94502058","0,01%","R$ 0,00","R$ 0,00","R$ 4.998.894,32",3
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,15/08/2018,"1,9447341","0,01%","R$ 0,00","R$ 0,00","R$ 4.998.158,04",3
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,14/08/2018,"1,94445068","0,01%","R$ 0,00","R$ 0,00","R$ 4.997.429,63",3
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,13/08/2018,"1,94416558","0,02%","R$ 0,00","R$ 0,00","R$ 4.996.696,90",3
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,10/08/2018,"1,94383154","0,02%","R$ 0,00","R$ 0,00","R$ 4.995.838,38",3
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,09/08/2018,"1,94349744","0,02%","R$ 0,00","R$ 0,00","R$ 4.994.979,70",3
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,08/08/2018,"1,94316909","0,02%","R$ 1.000.000,00","R$ 50.000,00","R$ 4.994.135,82",3
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,07/08/2018,"1,94287405","-0,01%","R$ 2.900.000,00","R$ 0,00","R$ 4.043.521,78",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,06/08/2018,"1,94297756","-0,01%","R$ 0,00","R$ 0,00","R$ 1.143.582,69",1
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,03/08/2018,"1,94308116","-0,01%","R$ 0,00","R$ 0,00","R$ 1.143.643,67",1
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,02/08/2018,"1,94318927","-0,01%","R$ 0,00","R$ 0,00","R$ 1.143.707,30",1
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,01/08/2018,"1,94328941","-0,01%","R$ 0,00","R$ 0,00","R$ 1.143.766,24",1
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,31/07/2018,"1,94338969","-0,03%","R$ 0,00","R$ 0,00","R$ 1.143.825,26",1
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,30/07/2018,"1,94393413","-0,01%","R$ 0,00","R$ 0,00","R$ 1.144.145,70",1
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,27/07/2018,"1,94407773","0,01%","R$ 0,00","R$ 1.903.724,09","R$ 1.144.230,22",1
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,26/07/2018,"1,94383691","0,01%","R$ 0,00","R$ 0,00","R$ 3.047.576,76",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,25/07/2018,"1,94359729","0,01%","R$ 0,00","R$ 0,00","R$ 3.047.201,08",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,24/07/2018,"1,94335739","0,01%","R$ 0,00","R$ 0,00","R$ 3.046.824,96",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,23/07/2018,"1,94311787","0,01%","R$ 0,00","R$ 0,00","R$ 3.046.449,43",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,20/07/2018,"1,94288222","0,01%","R$ 0,00","R$ 40.000,00","R$ 3.046.079,98",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,19/07/2018,"1,94264015","0,01%","R$ 0,00","R$ 0,00","R$ 3.085.695,48",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,18/07/2018,"1,9424029","0,01%","R$ 0,00","R$ 0,00","R$ 3.085.318,63",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,17/07/2018,"1,94216033","0,01%","R$ 0,00","R$ 0,00","R$ 3.084.933,33",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,16/07/2018,"1,94191551","0,01%","R$ 0,00","R$ 0,00","R$ 3.084.544,46",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,13/07/2018,"1,9416733","0,00%","R$ 30.000,00","R$ 0,00","R$ 3.084.159,73",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,12/07/2018,"1,9417413","0,01%","R$ 0,00","R$ 0,00","R$ 3.054.266,69",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,11/07/2018,"1,94149903","0,01%","R$ 0,00","R$ 0,00","R$ 3.053.885,61",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,10/07/2018,"1,94127862","0,01%","R$ 0,00","R$ 0,00","R$ 3.053.538,91",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,09/07/2018,"1,94102944","0,01%","R$ 0,00","R$ 0,00","R$ 3.053.146,97",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,06/07/2018,"1,94077866","0,01%","R$ 0,00","R$ 0,00","R$ 3.052.752,50",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,05/07/2018,"1,9405249","0,01%","R$ 0,00","R$ 0,00","R$ 3.052.353,34",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,04/07/2018,"1,9402747","-0,01%","R$ 1.900.000,00","R$ 0,00","R$ 3.051.959,80",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,03/07/2018,"1,94037219","-0,01%","R$ 0,00","R$ 0,00","R$ 1.152.017,67",1
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,02/07/2018,"1,94047047","-0,01%","R$ 0,00","R$ 0,00","R$ 1.152.076,02",1
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,29/06/2018,"1,94056848","-0,01%","R$ 0,00","R$ 0,00","R$ 1.152.134,21",1
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,28/06/2018,"1,94072834","-0,01%","R$ 0,00","R$ 0,00","R$ 1.152.229,12",1
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,27/06/2018,"1,94088786","-0,01%","R$ 0,00","R$ 0,00","R$ 1.152.323,83",1
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,26/06/2018,"1,94104769","-0,01%","R$ 0,00","R$ 0,00","R$ 1.152.418,72",1
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,25/06/2018,"1,94120704","-0,01%","R$ 0,00","R$ 0,00","R$ 1.152.513,33",1
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,22/06/2018,"1,94136621","-0,01%","R$ 0,00","R$ 0,00","R$ 1.152.607,83",1
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,21/06/2018,"1,94152573","-0,01%","R$ 0,00","R$ 0,00","R$ 1.152.702,54",1
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,20/06/2018,"1,94168591","-0,01%","R$ 0,00","R$ 0,00","R$ 1.152.797,64",1
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,19/06/2018,"1,94184582","-0,02%","R$ 0,00","R$ 0,00","R$ 1.152.892,58",1
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,18/06/2018,"1,94219738","-0,02%","R$ 0,00","R$ 0,00","R$ 1.153.101,30",1
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,15/06/2018,"1,94255919","0,08%","R$ 0,00","R$ 0,00","R$ 1.153.316,11",1
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,14/06/2018,"1,94091254","-0,04%","R$ 0,00","R$ 0,00","R$ 1.152.338,48",1
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,13/06/2018,"1,94162863","-0,04%","R$ 0,00","R$ 0,00","R$ 1.152.763,63",1
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,12/06/2018,"1,94238324","0,06%","R$ 0,00","R$ 0,00","R$ 1.153.211,65",1
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,11/06/2018,"1,94120159","-0,13%","R$ 0,00","R$ 50.000,00","R$ 1.152.510,09",1
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,08/06/2018,"1,94381106","-0,06%","R$ 0,00","R$ 10.000,00","R$ 1.204.126,57",1
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,07/06/2018,"1,94489984","-0,06%","R$ 0,00","R$ 0,00","R$ 1.214.806,63",1
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,06/06/2018,"1,94597496","-0,06%","R$ 0,00","R$ 0,00","R$ 1.215.478,17",1
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,05/06/2018,"1,94704844","-0,07%","R$ 0,00","R$ 0,00","R$ 1.216.148,68",1
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,04/06/2018,"1,9485008","-0,04%","R$ 0,00","R$ 0,00","R$ 1.217.055,84",1
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,01/06/2018,"1,94919709","-0,04%","R$ 0,00","R$ 0,00","R$ 1.217.490,75",1
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,30/05/2018,"1,94990489","-0,04%","R$ 0,00","R$ 0,00","R$ 1.217.932,85",1
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,29/05/2018,"1,95061277","-0,04%","R$ 0,00","R$ 0,00","R$ 1.218.375,00",1
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,28/05/2018,"1,95132019","-0,04%","R$ 0,00","R$ 0,00","R$ 1.218.816,86",1
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,25/05/2018,"1,9520374","-0,01%","R$ 0,00","R$ 1.072.312,28","R$ 1.219.264,84",1
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,24/05/2018,"1,95220349","-0,01%","R$ 0,00","R$ 0,00","R$ 2.291.772,11",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,23/05/2018,"1,95237206","-0,01%","R$ 0,00","R$ 0,00","R$ 2.291.970,00",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,22/05/2018,"1,95254071","-0,01%","R$ 0,00","R$ 0,00","R$ 2.292.167,98",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,21/05/2018,"1,95270607","-0,01%","R$ 0,00","R$ 0,00","R$ 2.292.362,11",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,18/05/2018,"1,95287872","-0,01%","R$ 0,00","R$ 0,00","R$ 2.292.564,78",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,17/05/2018,"1,95305141","-0,01%","R$ 0,00","R$ 0,00","R$ 2.292.767,51",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,16/05/2018,"1,95321358","-0,01%","R$ 0,00","R$ 0,00","R$ 2.292.957,89",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,15/05/2018,"1,95337791","-0,01%","R$ 0,00","R$ 0,00","R$ 2.293.150,81",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,14/05/2018,"1,95355844","-0,01%","R$ 0,00","R$ 0,00","R$ 2.293.362,74",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,11/05/2018,"1,95373099","-0,01%","R$ 0,00","R$ 0,00","R$ 2.293.565,30",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,10/05/2018,"1,95389808","-0,01%","R$ 0,00","R$ 10.000,00","R$ 2.293.761,46",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,09/05/2018,"1,95405833","-0,01%","R$ 0,00","R$ 0,00","R$ 2.303.950,40",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,08/05/2018,"1,9542344","-0,01%","R$ 0,00","R$ 55.000,00","R$ 2.304.158,00",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,07/05/2018,"1,95437443","-0,01%","R$ 0,00","R$ 0,00","R$ 2.359.327,04",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,04/05/2018,"1,95451217","-0,01%","R$ 0,00","R$ 0,00","R$ 2.359.493,32",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,03/05/2018,"1,95465026","-0,01%","R$ 0,00","R$ 0,00","R$ 2.359.660,02",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,02/05/2018,"1,95478988","-0,01%","R$ 0,00","R$ 0,00","R$ 2.359.828,57",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,30/04/2018,"1,95493008","-0,01%","R$ 0,00","R$ 0,00","R$ 2.359.997,82",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,27/04/2018,"1,95508605","-0,01%","R$ 0,00","R$ 0,00","R$ 2.360.186,11",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,26/04/2018,"1,95521538","-0,01%","R$ 0,00","R$ 0,00","R$ 2.360.342,24",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,25/04/2018,"1,95534374","-0,01%","R$ 0,00","R$ 0,00","R$ 2.360.497,19",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,24/04/2018,"1,95547328","-0,01%","R$ 0,00","R$ 0,00","R$ 2.360.653,58",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,23/04/2018,"1,95560215","-0,01%","R$ 0,00","R$ 0,00","R$ 2.360.809,15",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,20/04/2018,"1,95573195","-0,01%","R$ 0,00","R$ 0,00","R$ 2.360.965,84",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,19/04/2018,"1,95586108","-0,01%","R$ 0,00","R$ 0,00","R$ 2.361.121,73",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,18/04/2018,"1,95599111","-0,01%","R$ 0,00","R$ 0,00","R$ 2.361.278,70",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,17/04/2018,"1,9561205","-0,01%","R$ 0,00","R$ 0,00","R$ 2.361.434,90",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,16/04/2018,"1,95625127","-0,01%","R$ 0,00","R$ 0,00","R$ 2.361.592,77",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,13/04/2018,"1,95638424","-0,01%","R$ 0,00","R$ 0,00","R$ 2.361.753,29",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,12/04/2018,"1,95651534","-0,01%","R$ 0,00","R$ 0,00","R$ 2.361.911,55",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,11/04/2018,"1,95665122","-0,01%","R$ 0,00","R$ 10.000,00","R$ 2.362.075,59",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,10/04/2018,"1,95678788","-0,01%","R$ 0,00","R$ 0,00","R$ 2.372.241,26",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,09/04/2018,"1,95698945","0,00%","R$ 0,00","R$ 50.000,00","R$ 2.372.485,63",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,06/04/2018,"1,95707251","0,00%","R$ 0,00","R$ 0,00","R$ 2.422.588,45",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,05/04/2018,"1,95713","0,00%","R$ 0,00","R$ 0,00","R$ 2.422.659,61",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,04/04/2018,"1,95718762","0,00%","R$ 0,00","R$ 0,00","R$ 2.422.730,94",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,03/04/2018,"1,9572529","0,00%","R$ 0,00","R$ 0,00","R$ 2.422.811,75",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,02/04/2018,"1,95730817","-0,03%","R$ 0,00","R$ 45.000,00","R$ 2.422.880,16",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,29/03/2018,"1,95792298","0,00%","R$ 0,00","R$ 0,00","R$ 2.468.655,35",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,28/03/2018,"1,95787598","0,00%","R$ 0,00","R$ 0,00","R$ 2.468.596,09",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,27/03/2018,"1,95785092","0,00%","R$ 0,00","R$ 0,00","R$ 2.468.564,49",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,26/03/2018,"1,95780431","0,00%","R$ 0,00","R$ 0,00","R$ 2.468.505,71",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,23/03/2018,"1,95775796","0,00%","R$ 0,00","R$ 0,00","R$ 2.468.447,28",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,22/03/2018,"1,95771174","0,00%","R$ 0,00","R$ 0,00","R$ 2.468.389,01",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,21/03/2018,"1,95764202","0,00%","R$ 0,00","R$ 0,00","R$ 2.468.301,10",2
16689,101 AGGREGA FUNDO DE INVESTIMENTO RENDA FIXA CAIXA CRÉDITO PRIVADO,20/03/2018,"1,95763695","0,00%","R$ 0,00","R$ 0,00","R$ 2.468.294,71",2
